#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050      xf10cm      xe10cm      xf20cm      xe20cm
#
8613       1.467      0.4761       3.409      0.3855        7.96      0.5275        10.7        2.04       9.031       2.369       4.883       1.523       1.206      0.4303      0.4592      0.1706      0.4125      0.1538      0.3624      0.1356     0.08066     0.03104     0.07451     0.02869     0.01562    0.002325     0.02721    0.004055
8614     0.06871     0.02261      0.1743     0.04885      0.5283       0.191      0.8665      0.4225      0.8878      0.4862      0.6487      0.3804      0.2002      0.1277     0.07931     0.05179     0.07134     0.04666     0.06272     0.04108     0.01378    0.009091     0.01272    0.008391    0.001411   0.0006865    0.002458    0.001196
8619      0.1055     0.06195      0.3229      0.1997       1.064      0.6736       1.634       1.075       1.519        1.02       1.011      0.7104      0.2883       0.211      0.1113     0.08231     0.09989     0.07392     0.08763     0.06487     0.01898     0.01405     0.01751     0.01296    0.002654    0.001724    0.004621    0.003001
8635      0.3576      0.1772      0.8358      0.4992       1.507      0.7868       1.469      0.5932       1.101      0.4262      0.5299      0.2205       0.117     0.05174     0.04368     0.01969     0.03918     0.01769     0.03436     0.01554    0.007581    0.003469    0.007004    0.003206    0.002612    0.001363    0.004549    0.002375
8636      0.6932     0.06075       1.264      0.1165       1.497       0.321      0.9861      0.3169      0.4905      0.1858      0.1863     0.07935     0.03428     0.01508     0.01239    0.005442     0.01109    0.004869    0.009709    0.004261    0.002141     0.00092    0.001983    0.000849    0.002858    0.000471    0.004975     0.00082
8644      0.3321     0.07595      0.4037      0.1446       0.443      0.2515      0.3374      0.2356      0.2326      0.1793      0.1277      0.1064     0.03307     0.02855     0.01281     0.01103     0.01152    0.009916     0.01014    0.008718    0.002302    0.001955     0.00213    0.001807   0.0002677   0.0002677   0.0004661   0.0004661
8662       1.215         0.2       2.505      0.1335       5.229       0.161       5.735        0.31       3.831      0.2275       1.817       0.112      0.3964      0.0246      0.1508     0.00935      0.1355      0.0084      0.1191     0.00735     0.02651     0.00181     0.02448    0.001675    0.007967    0.000546     0.01387     0.00095
8664     0.08436     0.01904      0.2289      0.0822      0.5616      0.2537      0.7709      0.3792      0.6725      0.3715      0.3772      0.2314     0.09608     0.06363      0.0367     0.02469     0.03297      0.0222     0.02896     0.01953    0.006428    0.004363    0.005939    0.004032    0.001165   0.0005554    0.002028   0.0009665
8666       0.137     0.00795      0.3276      0.0044       1.374       0.049       2.751       0.116       3.014       0.131       2.315      0.1025      0.7621      0.0338      0.3083      0.0137      0.2775      0.0123      0.2442      0.0108     0.05396     0.00239     0.04981    0.002205     0.00453   0.0002055    0.007887    0.000358
8668       3.778       0.374       8.374      0.5345       15.53        0.13        14.5       0.695       8.504       0.639       3.672       0.354      0.7534     0.08735      0.2829     0.03465       0.254     0.03125      0.2231     0.02755      0.0494     0.00638     0.04564     0.00589     0.02339    0.000935     0.04071     0.00163
8672      0.0258     0.02289     0.05121     0.04969      0.0771     0.07661     0.05307     0.05293     0.02747     0.02741     0.01063     0.01062    0.002185    0.002182   0.0008288   0.0008292   0.0007442   0.0007448    0.000654    0.000654   0.0001454   0.0001454   0.0001345   0.0001345   8.755e-05   8.755e-05   0.0001524   0.0001524
8673      0.3738      0.1326       1.067      0.2892       2.516       0.621       3.442      0.9995       3.165       1.135       1.992      0.8245      0.5526      0.2556      0.2136      0.1023      0.1919     0.09226      0.1687     0.08138     0.03742      0.0185     0.03458      0.0171     0.00532    0.001329    0.009265    0.002315
8675      0.3198      0.0725      0.5679      0.1591       1.141      0.3405       1.402      0.6369       1.137      0.6101      0.5946        0.35      0.1429     0.09018     0.05442     0.03488     0.04889     0.03137     0.04296      0.0276    0.009592    0.006208    0.008863    0.005737    0.002022   0.0008375    0.003519    0.001458
8678      0.5678       0.151      0.6355       0.221      0.4205      0.1823      0.1592     0.07786     0.06033     0.03115     0.01925     0.01006     0.00339    0.001773    0.001233   0.0006433    0.001105   0.0005758   0.0009699   0.0005041   0.0002495   0.0001195   0.0002355   0.0001118    0.001287   0.0004067    0.002242   0.0007085
8684      0.3075     0.06335      0.6526      0.1208       1.023      0.1922      0.8144      0.2216       0.442      0.1396      0.1767      0.0615     0.03571     0.01342     0.01345    0.005178     0.01208    0.004658     0.01061    0.004098    0.002349    0.000918    0.002172   0.0008475    0.001466    0.000253    0.002553   0.0004405
8686      0.5526      0.1071       1.212      0.2025       1.963      0.2235       1.575      0.1705      0.8752      0.1288      0.3615       0.064      0.0726      0.0148     0.02713    0.005785     0.02437    0.005215      0.0214    0.004595     0.00473    0.001037    0.004372    0.000957    0.003099    0.000417    0.005395   0.0007265
8691       1.321      0.2275       2.855       0.313        5.34       0.435       5.186       1.227       3.162       0.997       1.413      0.5277       0.298      0.1263      0.1128     0.04968      0.1014     0.04479     0.08917     0.03954     0.01985    0.009035     0.01834    0.008344    0.007984    0.000436      0.0139     0.00076
8704       2.145       0.212       4.674      0.0625       7.164      0.1165       4.863      0.1075         2.5       0.059      0.9648     0.02305      0.1981     0.00475     0.07515     0.00179     0.06749    0.001605     0.05908    0.001585     0.01314    0.000355     0.01215     0.00033    0.007704   0.0002095     0.01341    0.000365
8716      0.1346      0.0542      0.2786     0.04785      0.7199      0.2871       1.154      0.6204       1.114      0.6478        0.77      0.4671      0.2264      0.1413     0.08828     0.05552      0.0793      0.0499     0.06965     0.04385     0.01527    0.009658      0.0141    0.008914    0.001787   0.0009824     0.00311    0.001711
8717      0.4824      0.1493      0.9723      0.3447       1.761        0.58       1.802       0.764       1.121      0.5265      0.5079      0.2553      0.1082     0.05799     0.04104     0.02258     0.03689     0.02034     0.03244     0.01793    0.007219    0.004081     0.00667     0.00377    0.002602    0.000952     0.00453    0.001657
8721      0.1889      0.0695      0.3791      0.1583      0.9912      0.4937        1.51      0.8795       1.742       1.148        1.46       1.041      0.5694      0.4386       0.248      0.1958      0.2239       0.177      0.1977      0.1564     0.04456     0.03555     0.04114     0.03283    0.002563    0.001591    0.004462    0.002771
8736      0.4328     0.07595       0.943       0.143       1.486      0.2935       1.257      0.3534      0.6983      0.2271      0.2859      0.1023     0.05834     0.02258     0.02201    0.008725     0.01977     0.00785     0.01738    0.006915    0.003852    0.001548    0.003561     0.00143    0.002186    0.000349    0.003806    0.000608
8744       1.034      0.2957       3.099      0.2615       8.046      0.3885       11.34       2.488       9.956       3.204       5.823        2.37       1.533      0.7309      0.5872      0.2911      0.5274      0.2622      0.4634      0.2311      0.1025     0.05246     0.09472     0.04848     0.01767     0.00256     0.03076     0.00445
8752      0.2651     0.04445      0.6198       0.161       1.375       0.294       1.693      0.5615       1.332      0.5389      0.6767      0.3063      0.1578     0.07799     0.05973     0.03023     0.05364      0.0272      0.0471     0.02393     0.01048    0.005397    0.009684    0.004986    0.002477   0.0007405    0.004311     0.00129
8753       2.149      0.2985       4.433       0.143       7.058      0.7275       5.727       1.124       3.131      0.7615       1.263      0.3511       0.256     0.07885      0.0964      0.0306     0.08663     0.02758     0.07611     0.02429      0.0168    0.005505     0.01553     0.00508     0.01001    0.000526     0.01744     0.00092
8761      0.1638      0.0321      0.4764      0.0833       2.168       0.335       3.867       0.949       3.964       1.321       2.893       1.184       0.938      0.4651      0.3801      0.1993      0.3417      0.1797      0.3006      0.1584     0.06571     0.03499      0.0606     0.03227    0.006475    0.001744     0.01127    0.003037
8764      0.2111     0.08385      0.4455       0.186        1.64       0.622       2.504      0.9035       2.928       1.291        2.48       1.258       1.013      0.6076      0.4507      0.2855      0.4081      0.2595       0.361      0.2303      0.0818     0.05321     0.07554     0.04916    0.004574    0.001807    0.007964    0.003146
8769      0.1618      0.0721      0.3007     0.05905      0.6733      0.2872       1.041      0.6347       1.025      0.6833      0.7294      0.5087      0.2226      0.1594     0.08793     0.06337     0.07903     0.05697     0.06948     0.05012     0.01529     0.01105     0.01411      0.0102    0.001585    0.001047    0.002759    0.001823
8771      0.6831      0.1243       1.507      0.0475       2.518      0.2625        2.07       0.386       1.149      0.2608      0.4662      0.1195     0.09605     0.02705     0.03643     0.01055     0.03274      0.0095     0.02878    0.008375    0.006371    0.001895     0.00589     0.00175    0.003293    0.000156    0.005733    0.000272
8775      0.4217      0.0593      0.9503      0.1677       1.963        0.25       2.061       0.329       1.334        0.26      0.6154      0.1393       0.131     0.03325     0.04946     0.01295     0.04443     0.01166     0.03904     0.01028      0.0087     0.00234    0.008032    0.002158    0.003073    0.000411     0.00535    0.000715
8776      0.8366      0.1804       1.741       0.095       2.548      0.3035       1.839        0.43       0.967       0.282       0.375       0.125     0.07549     0.02781     0.02848     0.01081     0.02558     0.00973     0.02247     0.00857    0.004971    0.001919    0.004599    0.001772    0.003467   0.0001935    0.006036    0.000337
