#   SAVEDid       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160       xfRad       xeRad      xf2000      xe2000
#
3066      0.7874      0.5886       1.271      0.3489       1.425      0.5109       1.407      0.7979       1.023      0.7283       0.336       0.266      0.1376      0.1101    0.001756    0.001755      0.0245     0.01914
3069       5.825      0.7555       11.08       0.305       10.85       1.051       7.476       1.234       3.458      0.7285      0.7377      0.1861      0.2723      0.0719     0.02749      0.0014     0.04669     0.01277
3071      0.2177      0.2111      0.2822        0.28      0.1792      0.1786     0.08877     0.08853     0.03371     0.03362    0.006853    0.006837    0.002592    0.002584    0.000881    0.000881   0.0004565   0.0004564
3074      0.6404      0.4596       1.079      0.2755       1.259      0.3704       1.227      0.5708       0.861      0.5291      0.2725      0.1885        0.11     0.07695     0.00157    0.001367     0.01948     0.01323
3075       2.456      0.2795       4.316       0.369       3.769       0.415        2.11       0.282      0.8669      0.1312      0.1778      0.0297      0.0672     0.01157     0.01048      0.0011     0.01177    0.002067
3078      0.5467      0.2992         1.1      0.5719       1.323      0.7408       1.012      0.6324      0.5121      0.3427        0.12     0.08526     0.04553     0.03277    0.002798    0.001538    0.007991    0.005809
3081       1.524      0.4425       2.811       0.551       2.779       0.949       1.712      0.7085      0.7704      0.3596      0.1635      0.0838     0.06202     0.03272     0.00691    0.001528     0.01091    0.005895
3083       1.969       0.491       4.628      0.5555       6.139       0.678       4.984       0.901       2.648       0.599      0.6454      0.1764      0.2435     0.07075      0.0124    0.001025     0.04208     0.01298
3084      0.7124      0.2576       1.245      0.5362      0.9957      0.5203      0.5473      0.3104      0.2199      0.1316     0.04517     0.02824     0.01713     0.01086    0.002927    0.001107    0.003008    0.001916
3085      0.3094      0.2835      0.3997      0.3878      0.2826      0.2784      0.1666      0.1649     0.07579     0.07521      0.0161     0.01598    0.006093    0.006047    0.001142    0.001142    0.001068    0.001068
3087       6.582      0.1365       13.85       0.385       14.44        0.42        9.12      0.2665       4.165       0.122       0.886       0.026      0.3355     0.00985     0.03389     0.00101     0.05904     0.00176
3089      0.4258      0.4148      0.5392      0.5358      0.3087      0.3077      0.1443      0.1439     0.05351     0.05339     0.01074     0.01072    0.004025    0.004025    0.001707    0.001707   0.0007145   0.0007145
3093       2.202        0.27       3.527       0.204       4.341      0.4095       3.842        0.62       2.431       0.535      0.6745      0.1816        0.26     0.07385    0.006862    0.000933     0.04514     0.01346
3099      0.5613      0.3681       1.026      0.6499       1.179      0.7871      0.8782      0.6238       0.443      0.3295      0.1032     0.07983     0.03912     0.03056    0.002594    0.001723    0.006869    0.005402
3101       1.753       0.521       3.345        0.59       3.731      0.8475       2.763      0.7585       1.321      0.4355      0.2951      0.1153      0.1107     0.04537     0.00817    0.001576     0.01927     0.00821
3103      0.8629      0.2732       1.927       0.455       1.942       0.584       1.405      0.5184      0.7135      0.3216       0.167     0.08682     0.06284     0.03365    0.004859    0.001244     0.01091     0.00596
3112        1.19      0.5032        1.49      0.3425       1.079      0.3927      0.5851      0.2665      0.2369      0.1227     0.04788     0.02727       0.018     0.01055    0.004676    0.001667    0.003157    0.001863
3114      0.6584      0.4406       1.159       0.652       1.024       0.588      0.7351      0.5269      0.3647      0.2892     0.08475     0.07016     0.03201     0.02657    0.003018    0.001772     0.00559     0.00463
3119       2.103      0.3155        4.75       0.888       5.436       1.053       3.736      0.7305       1.778       0.376      0.3854     0.08975      0.1459     0.03505     0.01158    0.002352     0.02566    0.006355
3121     0.02552     0.01557     0.01002     0.00659    0.003128    0.002125    0.001151   0.0007835    0.000395   0.0002688   8.039e-05   5.471e-05   3.098e-05   2.109e-05   5.438e-13   1.111e-13   5.438e-13   1.111e-13
3125       3.738       0.055       7.934       0.168       8.438      0.2305        6.11        0.19       2.941      0.1025      0.6491      0.0248      0.2379      0.0092      0.0204    0.000445     0.04009    0.001545
3140       1.026      0.2392       2.591         0.5       3.572       0.756       2.951      0.7575       1.566       0.458      0.3793      0.1263      0.1442     0.05037    0.007124     0.00138     0.02527    0.009195
3143      0.3897     0.09615       1.029     0.08135       1.564       0.056       1.416       0.144      0.8859      0.1341      0.2418      0.0474     0.09255     0.01955     0.00298     6.1e-05     0.01596     0.00362
3145       9.124       0.182       15.25        0.33        11.1        0.25       5.901      0.1315       2.316      0.0515      0.4797     0.01075      0.1826     0.00405     0.03309     0.00075     0.03213    0.000725
3165       1.016      0.7432       1.459      0.6478       1.298      0.4394        1.03      0.5492      0.7251      0.5039      0.2347      0.1815     0.09572     0.07478    0.001432    0.001432     0.01698     0.01304
3171      0.5635      0.3449      0.7305      0.3386      0.5395      0.2281      0.3071      0.1575      0.1301     0.07471     0.02684     0.01674     0.01013    0.006482    0.002225    0.001232    0.001778    0.001155
3188      0.7007      0.6433      0.9294      0.7176      0.6765      0.5075      0.6019      0.5191      0.3779      0.3444       0.105     0.09786     0.04065     0.03783    0.001067    0.001067     0.00713     0.00658
3196       11.21        0.25       17.21         0.4       11.43       0.275       5.795      0.1385       2.223       0.053      0.4546     0.01085      0.1723      0.0041     0.03849     0.00093     0.03034    0.000735
3207      0.3265      0.2667      0.7791       0.743       1.066       1.051      0.8969      0.8901      0.5288      0.5262      0.1364      0.1359      0.0512       0.051    0.002091    0.002091    0.008645    0.008605
3220       1.198      0.6303       2.212        0.44       2.729       0.458        2.53       0.849       1.771      0.8166      0.5595      0.2969      0.2256      0.1221      0.0036     0.00217     0.03988     0.02116
3229        1.06      0.1813       1.609       0.294       1.273      0.2445      0.7245      0.1414      0.3007     0.05905     0.05782     0.01133     0.02094    0.004085    0.004294    0.000883     0.00353    0.000717
3236       1.551       0.355       3.655      0.4245       4.596      0.6125       3.664      0.7305       1.933      0.5045      0.4679      0.1492      0.1766     0.05955    0.009676    0.000994     0.03054     0.01081
3247      0.5047      0.2766       0.905       0.523       1.119      0.7874      0.9855      0.7715      0.5604      0.4636      0.1454      0.1247     0.05611     0.04839    0.002176    0.001583    0.009946    0.008595
3263      0.4273      0.3334      0.7856      0.6254       1.072      0.8831      0.8891      0.7559      0.5474      0.4936      0.1767      0.1651     0.07137     0.06683    0.001939    0.001938     0.01255     0.01166
3265       1.206        0.13       2.568      0.2945       2.665      0.5365       1.904      0.4835      0.9133      0.2737      0.2011     0.06815     0.07376     0.02528    0.006488    0.000907     0.01244    0.004246
3267      0.8829      0.2051       2.024      0.5785       3.089       1.044       2.692       1.157       1.505      0.7598      0.3838      0.2178      0.1473     0.08582     0.00568    0.001868     0.02596     0.01542
3276       1.235      0.6312       1.606       0.449        2.01      0.3435       1.989       0.772       1.654      0.9057      0.7318      0.4743      0.3385      0.2261    0.001989    0.001692      0.0632     0.04231
3280      0.4145      0.3937      0.5087      0.5003      0.4559      0.4532      0.2635      0.2625      0.1103        0.11     0.02326     0.02319    0.008884    0.008856    0.001505    0.001505    0.001563    0.001563
3281      0.3465      0.3322      0.3625      0.3567      0.2662      0.2644      0.1521      0.1513     0.06342     0.06318      0.0132     0.01314    0.005008    0.004988    0.001272    0.001272   0.0008785   0.0008785
3288      0.6759      0.6661      0.8305      0.8275      0.7964      0.7956      0.6121      0.6119      0.3052       0.305     0.06971     0.06969     0.02624     0.02624    0.002536    0.002536    0.004573    0.004574
3289       3.115      0.1785       8.485      0.3075       13.24        0.39       12.17       0.465       7.068       0.355       1.853      0.1165      0.7165     0.04665     0.02419     0.00101      0.1271      0.0084
3296       1.938      0.0785       4.667      0.2095       6.844      0.3805       6.053       0.481        3.47      0.3385      0.8967      0.1029      0.3429     0.04145     0.01282    0.000655      0.0599    0.007585
3304      0.9826      0.5104       1.831      0.9503       1.814       1.053       1.235       0.795      0.5903      0.4041      0.1295      0.0927     0.04914     0.03562    0.004442    0.002605      0.0086     0.00642
3306      0.6448      0.2306       1.481      0.4025       1.666       0.366       1.251      0.2485      0.6511      0.1643      0.1549      0.0468     0.05824     0.01854    0.003825    0.001025     0.01007    0.003358
3307      0.8497      0.7344       1.057      0.7262      0.7627      0.4833      0.4167      0.2797      0.2463      0.1911     0.06746     0.05564     0.02649     0.02183   0.0007785   0.0007785    0.004697     0.00379
3310      0.7475      0.2235       2.059      0.3475       2.878      0.5445       2.514       0.573       1.511      0.3935      0.4143        0.13      0.1589     0.05245    0.005615    0.000973      0.0275     0.00943
3316      0.2519      0.2424      0.2825      0.2788      0.2388      0.2377      0.1349      0.1344     0.05522     0.05508     0.01153     0.01149    0.004393    0.004381    0.000926    0.000926   0.0007715   0.0007715
3326      0.3023      0.0848      0.3443     0.07465      0.2437     0.09275      0.1248     0.06095     0.04789     0.02672    0.009596    0.005844    0.003619    0.002256    0.001141   0.0003265    0.000642     0.00039
3332       1.363      0.2645       3.263      0.5915       3.921       0.613       2.966      0.4535        1.44      0.2415      0.3202      0.0582      0.1198     0.02236    0.008341    0.001613     0.02088    0.004055
