# SAVEDid  xf100      xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160
#
16786      0.5378      0.1838       1.189      0.2832       1.323      0.4857      0.9588      0.4432      0.4695      0.2477      0.1056     0.06154     0.04006      0.0241
16791      0.2331     0.07865       1.264      0.4637       2.755      0.7295       3.456      0.8685       3.132      0.9505       1.324      0.5139      0.5963      0.2527
16799      0.1764     0.01205       0.966     0.05795       2.059      0.3665       2.426       0.655       1.986      0.6755      0.7611      0.3369      0.3295      0.1585
16801       3.132      0.2985       6.237      0.4145        6.35       1.013       3.933       0.829       1.774      0.4445      0.3764       0.108      0.1428      0.0427
16802       4.534      0.3745       12.72        0.58       17.58       0.765       14.88        1.16       8.548       0.868       2.175      0.2655      0.8171       0.105
16804      0.1328     0.00095      0.6379     0.02455       1.475      0.0065       1.843      0.0505       1.584        0.09      0.6044     0.05245       0.259      0.0255
16810      0.5307      0.0785       2.595      0.4285       6.332       0.809       8.607       1.057       7.768       1.215        3.22      0.6455       1.423      0.3175
16825       0.713      0.0083       3.047       0.029       5.242      0.1095       5.136      0.1535       3.594       0.137       1.081      0.0515      0.4241     0.02175
16826      0.2464      0.2464       0.604       0.604       0.759       0.759       0.614       0.614      0.3393      0.3393      0.0836      0.0836     0.03112     0.03112
16828      0.4847      0.1149       1.801        0.45       3.655      0.8465       3.984       1.022       2.974       0.894      0.9399      0.3222      0.3761      0.1348
16844      0.8895      0.3765      0.9324      0.3946      0.5421      0.2294      0.2488      0.1053     0.08798     0.03722     0.01582    0.006696    0.005724    0.002422
16846      0.3229     0.05655       1.669      0.4955       4.933      0.7155       7.465      0.3135       7.668       1.194       4.113        1.25       2.004       0.699
16848       1.722      0.2745       4.085      0.6115       4.767       0.809       3.262      0.6985       1.555      0.3865      0.3393      0.0952      0.1283     0.03746
16849      0.8206      0.2695       1.944       0.515        2.39      0.6565       1.855      0.5735       0.944       0.316      0.2188     0.07915      0.0832      0.0314
16850       0.171      0.0196      0.7684      0.1069       2.728      0.3735       4.378       0.405       4.674       0.387       2.619      0.2655       1.299       0.151
16853      0.1256      0.0229      0.6035      0.1424       1.543       0.483       2.074       0.826       1.893      0.8895      0.8196      0.4675      0.3707      0.2248
16856       4.627      0.4195        9.46      0.3015       9.572       1.199       5.907       1.047       2.655      0.5775      0.5625      0.1431      0.2133     0.05685
16860       0.153       0.153      0.3919      0.3919      0.5025      0.5025        0.41        0.41      0.2313      0.2313     0.05855     0.05855     0.02189     0.02189
16862        1.47      0.4843       1.754      0.7949       1.248      0.8223      0.6608      0.4883      0.2596      0.2036     0.05297     0.04308     0.02008     0.01647
16865       9.154       0.185       15.21       0.305       12.14       0.245        6.64       0.134       2.652      0.0535      0.5414     0.01095      0.2049     0.00415
16886      0.3445      0.1019       1.295      0.5865       5.918       2.224       11.54       2.046       16.52        0.91        12.9       3.159       8.098       3.122
16893      0.7417      0.3133       1.712      0.5845       1.926       0.691       1.494      0.6327      0.7789      0.3761      0.1865      0.1003      0.0716     0.03961
16898      0.4961      0.2821       1.136      0.5809       1.341      0.6784       1.042      0.5676      0.5211      0.3138      0.1194     0.07801     0.04548     0.03047
16907       1.678       0.349       3.779       0.572       4.367      0.7595       3.166       0.642       1.551       0.359      0.3449     0.09135      0.1307     0.03616
16908      0.6573      0.2627       1.241      0.4392       1.163      0.5813      0.6824      0.3977      0.2961       0.189     0.06183     0.04227     0.02341     0.01634
16925       1.015       0.163       2.791      0.4385        3.99      0.6735        3.42       0.625       1.842       0.363       0.451      0.0982      0.1736     0.03945
16931       0.383      0.0714       1.705       0.227       3.095       0.422       3.142       0.466       2.236      0.3915      0.6863       0.145      0.2712       0.061
16932      0.1691      0.1691      0.4353      0.4353       0.626       0.626       0.546       0.546      0.3035      0.3035     0.07655     0.07655     0.02922     0.02922
16953       1.613       0.103       6.026       0.385       9.645       0.615       8.937      0.5705       5.924      0.3785       1.678       0.107      0.6455     0.04125
16960      0.1629      0.0628      0.7917      0.3454       1.688      0.6685       1.936      0.7625       1.543      0.6033      0.5503      0.2236      0.2303     0.09545
16967       2.984      0.0755       9.755      0.2455       17.93       0.455       18.19        0.46       12.47       0.315       3.691      0.0935       1.452      0.0365
16971      0.1431      0.1431      0.2225      0.2225      0.1784      0.1784      0.1125      0.1125     0.05515     0.05515     0.01234     0.01234    0.004705    0.004705
16980       4.489       0.167       10.56       0.395       12.16        0.45       8.111      0.3015       3.864       0.144      0.8548      0.0318       0.328      0.0122
16981      0.2512      0.2512      0.4561      0.4561      0.4653      0.4653       0.297       0.297      0.1389      0.1389     0.03116     0.03116     0.01199     0.01199
16982      0.3099       0.145      0.7241       0.298      0.8209      0.3051      0.5897      0.2105      0.2982      0.1129     0.06877     0.02748     0.02628     0.01069
16984       14.71       0.525       16.64        0.63       10.31       0.475       4.859      0.2445       1.767      0.0955      0.3199      0.0176      0.1157     0.00635
16986      0.2234      0.2234       0.565       0.565       0.798       0.798       0.711       0.711      0.4054      0.4054      0.1044      0.1044     0.03999     0.03999
16987     0.01264     0.01264     0.01627     0.01627     0.01122     0.01122    0.005655    0.005655    0.002175    0.002175   0.0004006   0.0004006   0.0001446   0.0001446
16996       1.203       0.115       3.862      0.3095       5.721      0.4535       4.995       0.426       3.081       0.296      0.8182      0.0877      0.3091       0.034
17002      0.9608      0.0642       4.371       0.403       9.465       0.595       11.14       0.995       9.091       1.139       3.214      0.5295       1.336        0.24
17003      0.2438      0.2266      0.6154      0.5616      0.8969      0.7951      0.7857      0.6803      0.4839      0.4134      0.1285      0.1092     0.04852      0.0412
17011      0.1548      0.1548      0.4666      0.4666      0.7015      0.7015      0.6455      0.6455       0.425       0.425      0.1195      0.1195     0.04587     0.04587
17016      0.2883      0.2883       0.712       0.712       0.996       0.996      0.8675      0.8675      0.5005      0.5005      0.1482      0.1482      0.0583      0.0583
17017       1.686       0.463       2.002      0.4645       1.397       0.621      0.7297      0.3934      0.2835      0.1704     0.05716     0.03706     0.02158     0.01429
17018      0.3412      0.1115       1.164       0.359       2.256      0.6545       2.344       0.781       1.686        0.63      0.5152      0.2124      0.2041     0.08695
17021      0.8013      0.1037       2.518      0.2785       4.022       0.382       3.795      0.5185       2.451       0.439      0.6902      0.1517      0.2674     0.06275
17026      0.3739      0.3433      0.4145      0.3616      0.3445       0.303      0.1912      0.1691     0.07748     0.06882      0.0159     0.01418    0.006019    0.005371
17032      0.4977      0.3779      0.8358      0.5673      0.8356      0.5894      0.5482      0.4219      0.2608      0.2123     0.05755     0.04865     0.02204     0.01882
17034      0.6863      0.2365       1.953      0.5595        2.92        0.62       2.727      0.7115       1.696      0.5085      0.4655      0.1569      0.1795      0.0629
17050       21.63        0.29          20       0.265       10.32        0.14       4.529       0.061       1.536      0.0205      0.2736      0.0037     0.09919     0.00131
17051       3.351      0.7015       5.847       0.673       5.264       1.665       3.151       1.327       1.394      0.6898      0.2925      0.1626      0.1106     0.06364
17054     0.06145     0.06145      0.3217      0.3217       0.632       0.632      0.8235      0.8235      0.7435      0.7435      0.3016      0.3016      0.1325      0.1325
17055      0.2494      0.2494      0.8275      0.8275       1.415       1.415        1.38        1.38      0.9615      0.9615      0.2876      0.2876      0.1126      0.1126
