#     _id          _ra          _de       zp_X         f24        df24         f16        df16       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
16723      189.3403168   62.1522865       -99       54.61       7.053         -99       1e+10       8.364       2.901       6.097       0.213       7.249       0.336         -99         -99       11.45       1.875         -99         -99       1.002          -1         -99         -99       8.354         -99           0
16724      189.0329285   62.1518669      0.67       143.1       5.409       81.59       18.69       13.46       2.635       45.77       0.048       32.98       0.068       34.31       0.431       25.37       0.525       19.56       10.81     0.02566      0.6372           1          21     0.02566        3658           0
16730      189.1958618   62.1518936      0.84       99.38       3.832       72.56       8.685       5.951       2.541       12.25       0.041       8.863       0.063       7.945        0.42       7.523       0.508       21.55       10.01      0.0412       0.906           1          72     0.03759    1.66e+04           1
16735      188.9600983   62.1514130      0.79       171.9       11.47         -99       1e+10        6.86        2.81       39.75       0.101       28.49       0.252       32.23       1.984       17.36       1.891       19.66       10.54      0.1801          -1         -99         -99       9.026         -99           0
16757      189.3452148   62.1518364      0.94       55.37       15.49         -99       1e+10        11.1       2.931         -99         -99         -99         -99         -99         -99       27.34       2.255       21.81       10.23       0.109          -1         -99         -99       3.159         -99           0
16759      189.1646576   62.1514320      0.94       37.71       4.318       20.76       7.593       5.158       2.543       5.383       0.044       3.087       0.064       3.339        0.43       3.072       0.529       22.65       9.598       0.257      0.9538          -1          81       0.257   1.381e+04           1
16762      189.2739868   62.1512871      1.16       22.59       4.355       29.04       9.532       6.786       2.541       8.264       0.044       7.398       0.076       6.163       0.466        4.02       0.576          22       9.878      0.3983       1.152          -1          81      0.4056   2.403e+04           1
16764      189.0900726   62.1512222      2.78       15.14       3.509   1.903e-07       6.241       1.955       2.744       2.205       0.038       2.382       0.064       1.705       0.429       2.168       0.536       24.24       10.71      0.1312          -1         -99         -99       6.836         -99           1
16771      189.3332062   62.1508179      1.11       32.67       6.967         -99       1e+10        60.4         2.7       57.08       0.152       41.36       0.243       34.66       1.706        22.9       1.501       19.75       11.35     0.06866          -1         -99         -99       3.255         -99           0
16774      189.0770416   62.1509819      1.63       148.1       10.18       53.48       8.794       10.06       2.739       48.55        0.05       55.73       0.072       49.15       0.431        36.2       0.534       20.39       11.51     0.03759       1.673           2          85      0.2076        6495           1
16775      189.0784912   62.1502724      2.16       106.2       9.826       21.37       11.19        18.3         2.6       11.86       0.041       14.49       0.065       17.75       0.429       14.96       0.533       22.16       11.23      0.4135          -1         -99         -99       3.366         -99           1
