#     _id          _ra          _de       zp_X         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500       f1160      df1160       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
10059      189.4076691   62.2327576       3.2       76.53       11.22       35.21       9.673       1.048      0.4514           3      0.9121       8.984        1.24       7.883       1.942        12.5       2.397      0.5626      0.4747        16.8         2.7       3.095       0.037       3.926       0.065       7.687       0.408       16.03       0.461       25.02       10.52      0.3003          -1         -99         -99           4         -99           1
10070      188.9924316   62.2316666      1.42       112.9       7.363       185.4       7.002       5.589      0.4273       10.94      0.8644       15.94       1.276       9.689       1.617       6.872       1.992         -99       1e+10          33         4.9       39.87       0.051       36.94        0.07       31.63       0.446        30.9       0.524       20.95        11.1      0.1713          -1         -99         -99       2.543         -99           1
10077      189.3440399   62.2324219      0.97         312       6.746       285.7       7.572       2.811      0.3912       7.644      0.7994       12.27       2.544       12.83       3.928         -99       1e+10         -99       1e+10        23.7         4.7        41.9       0.046       32.62       0.068       24.86       0.373       29.39       0.463        20.1       10.73     0.02559       1.022           1          21      0.0606       3e+04           1
10084      189.0531616   62.2323151      0.28        33.4       5.199       22.11       9.392      0.2624      0.2933         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       11.13       2.503       5.075       0.038       4.075       0.062       2.926       0.411       6.521       0.487        21.6       9.188       0.097      0.2859           1          21     0.07328        4873           1
10090      189.3220062   62.2323647      0.37       61.24       5.633       60.44       7.648      0.8182      0.3586       1.025      0.8635         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        10.3       2.468       14.58       0.036       12.43       0.057       8.508       0.342        18.4       0.404       20.49       9.378     0.05118      0.3364           1          21      0.0485   2.817e+04           1
10093      189.3939209   62.2323189      0.83       300.7       4.905       246.5       7.558       2.185      0.4108       6.021      0.7601       10.54       1.684         -99       1e+10         -99       1e+10         -99       1e+10       8.182       2.558       89.86       0.057       62.75       0.074       55.09       0.404       41.53       0.457       18.97       11.31     0.05493      0.8405          -1          81       0.103   3.381e+04           1
10107      189.3055267   62.2323074      1.01       28.48       3.992       0.257       10.09      0.7084      0.3334     0.01973      0.8893         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       7.274        2.45       7.312       0.032       5.144       0.051       4.082       0.322        4.01       0.379       22.07       9.758     0.06866       1.015           1          21     0.08628   2.672e+04           1
10109      189.5062714   62.2323723       -99       3.003       10.47         -99       1e+10    -0.03261   1.991e+05     0.01973       1.117   3.209e-07       3.461   2.905e-07       4.579   3.106e-07       5.634    -0.06307      0.7187         8.3       2.738      -0.248       0.056       0.119       0.163      -0.628       0.632       0.223       1.101         -99         -99        4.13          -1        -999         -99       20.91         -99           0
10110      188.9477386   62.2317352      1.46       177.7       9.799       124.8       11.72       3.647      0.4545       8.855       1.162       14.78       1.656       12.61       1.844       6.296       2.043      0.9286      0.5877        21.5         3.1       29.61        0.06       34.07       0.079       26.89       0.582       27.72       0.605       20.84       10.92      0.0606          -1         -99         -99       18.82         -99           0
10111      188.9530640   62.2317390      1.02       73.74       8.507       42.28       7.987       2.537       0.447       2.344      0.8053         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.753       2.669        14.4       0.052       10.09       0.073       9.248       0.553       6.952       0.585       21.06       10.07      0.1309          -1         -99         -99       10.96         -99           0
